Datetime,Close,High,Low,Open,Volume
2025-12-09 00:00:00+00:00,1.16441547870636,1.1645511388778689,1.16441547870636,1.16441547870636,0
2025-12-09 00:05:00+00:00,1.16441547870636,1.16441547870636,1.16441547870636,1.16441547870636,0
2025-12-09 00:10:00+00:00,1.164686679840088,1.164686679840088,1.16441547870636,1.16441547870636,0
2025-12-09 00:15:00+00:00,1.16441547870636,1.1645511388778689,1.16441547870636,1.1645511388778689,0
2025-12-09 00:20:00+00:00,1.16441547870636,1.16441547870636,1.16441547870636,1.16441547870636,0
2025-12-09 00:25:00+00:00,1.1645511388778689,1.165229558944702,1.16441547870636,1.16441547870636,0
2025-12-09 00:30:00+00:00,1.164686679840088,1.164686679840088,1.16441547870636,1.16441547870636,0
2025-12-09 00:35:00+00:00,1.16441547870636,1.16441547870636,1.16441547870636,1.16441547870636,0
2025-12-09 00:40:00+00:00,1.1642799377441406,1.1642799377441406,1.1642799377441406,1.1642799377441406,0
2025-12-09 00:45:00+00:00,1.16441547870636,1.16441547870636,1.164008855819702,1.1642799377441406,0
2025-12-09 00:50:00+00:00,1.16441547870636,1.16441547870636,1.16441547870636,1.16441547870636,0
2025-12-09 00:55:00+00:00,1.1641442775726318,1.1642799377441406,1.1641442775726318,1.1642799377441406,0
2025-12-09 01:00:00+00:00,1.164008855819702,1.1642799377441406,1.164008855819702,1.1641442775726318,0
2025-12-09 01:05:00+00:00,1.1642799377441406,1.1642799377441406,1.164008855819702,1.164008855819702,0
2025-12-09 01:10:00+00:00,1.1642799377441406,1.16441547870636,1.1642799377441406,1.1642799377441406,0
2025-12-09 01:15:00+00:00,1.16441547870636,1.16441547870636,1.1642799377441406,1.1642799377441406,0
2025-12-09 01:20:00+00:00,1.16441547870636,1.1645511388778689,1.16441547870636,1.16441547870636,0
2025-12-09 01:25:00+00:00,1.16441547870636,1.16441547870636,1.1641442775726318,1.16441547870636,0
2025-12-09 01:30:00+00:00,1.1645511388778689,1.1645511388778689,1.16441547870636,1.16441547870636,0
2025-12-09 01:35:00+00:00,1.16441547870636,1.1645511388778689,1.16441547870636,1.1645511388778689,0
2025-12-09 01:40:00+00:00,1.1645511388778689,1.1645511388778689,1.16441547870636,1.16441547870636,0
2025-12-09 01:45:00+00:00,1.164686679840088,1.164686679840088,1.1645511388778689,1.1645511388778689,0
2025-12-09 01:50:00+00:00,1.164958119392395,1.164958119392395,1.164686679840088,1.164686679840088,0
2025-12-09 01:55:00+00:00,1.164958119392395,1.1650937795639038,1.164958119392395,1.164958119392395,0
2025-12-09 02:00:00+00:00,1.1650937795639038,1.1650937795639038,1.164958119392395,1.164958119392395,0
2025-12-09 02:05:00+00:00,1.1650937795639038,1.1650937795639038,1.1650937795639038,1.1650937795639038,0
2025-12-09 02:10:00+00:00,1.164958119392395,1.1650937795639038,1.164686679840088,1.1650937795639038,0
2025-12-09 02:15:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164958119392395,0
2025-12-09 02:20:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0
2025-12-09 02:25:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0
2025-12-09 02:30:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0
2025-12-09 02:35:00+00:00,1.164822340011597,1.1650937795639038,1.164686679840088,1.164822340011597,0
2025-12-09 02:40:00+00:00,1.164822340011597,1.1655012369155884,1.164822340011597,1.164822340011597,0
2025-12-09 02:45:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0
2025-12-09 02:50:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164958119392395,0
2025-12-09 02:55:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0
2025-12-09 03:00:00+00:00,1.164958119392395,1.164958119392395,1.1645511388778689,1.164958119392395,0
2025-12-09 03:05:00+00:00,1.164822340011597,1.164958119392395,1.1645511388778689,1.164958119392395,0
2025-12-09 03:10:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0
2025-12-09 03:15:00+00:00,1.1650937795639038,1.1650937795639038,1.164958119392395,1.164958119392395,0
2025-12-09 03:20:00+00:00,1.164958119392395,1.1650937795639038,1.164686679840088,1.164958119392395,0
2025-12-09 03:25:00+00:00,1.164958119392395,1.1650937795639038,1.164958119392395,1.164958119392395,0
2025-12-09 03:30:00+00:00,1.164958119392395,1.1650937795639038,1.164958119392395,1.164958119392395,0
2025-12-09 03:35:00+00:00,1.164958119392395,1.1650937795639038,1.164958119392395,1.1650937795639038,0
2025-12-09 03:40:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164958119392395,0
2025-12-09 03:45:00+00:00,1.164822340011597,1.164822340011597,1.164686679840088,1.164822340011597,0
2025-12-09 03:50:00+00:00,1.164822340011597,1.164822340011597,1.164686679840088,1.164686679840088,0
2025-12-09 03:55:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0
2025-12-09 04:00:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0
2025-12-09 04:05:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164958119392395,0
2025-12-09 04:10:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0
2025-12-09 04:15:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0
2025-12-09 04:20:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164958119392395,0
2025-12-09 04:25:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0
2025-12-09 04:30:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164822340011597,0
